id,code,name,industry,foundation,sales,profit,cagr,answer1,answer2,
810,2229,カルビー,菓子,http://www.calbee.co.jp/,2524,11,7,4,2,
811,7988,ニフコ,ボディー・内装部品,http://www.nifco.co.jp/,2594,11,13,4,2,
812,4581,大正製薬ホールディングス,一般用医薬品,http://www.taisho-holdings.co.jp/,2798,11,0,4,2,
813,4205,日本ゼオン,合成ゴム,http://www.zeon.co.jp/,2876,11,3,4,2,
814,7735,SCREENホールディングス,半導体・液晶製造装置（前工程）,http://www.screen.co.jp/,3002,11,10,4,2,
815,9045,京阪ホールディングス,鉄道,http://www.keihan.co.jp/,3029,11,2,4,2,
816,4613,関西ペイント,塗料・インキ,http://www.kansai.co.jp/,3302,11,2,4,2,
817,7453,良品計画,生活雑貨店,http://ryohin-keikaku.jp/,3333,11,12,4,2,
818,7701,島津製作所,計量・計測機器,http://www.shimadzu.co.jp/,3425,11,5,4,2,
819,6923,スタンレー電気,照明・計器,http://www.stanley.co.jp/,3886,11,8,4,2,
820,1881,NIPPO,道路舗装工事,http://www.nippo-c.co.jp/,3936,11,0,4,2,
821,7951,ヤマハ,楽器,http://jp.yamaha.com/,4082,11,2,4,2,
822,4523,エーザイ,医療用医薬品,http://www.eisai.co.jp/,5391,11,-1,4,2,
823,8113,ユニ・チャーム,トイレタリー,http://www.unicharm.co.jp/,7110,11,7,4,2,
824,9513,電源開発,電力（火力・原子力）,http://www.jpower.co.jp/,7444,11,3,4,2,
825,7276,小糸製作所,照明・計器,http://www.koito.co.jp/,8415,11,12,4,2,
826,6367,ダイキン工業,産業用空調機器,http://www.daikin.co.jp/,20440,11,10,4,2,
827,DOW,Dow Chemical Co,総合化学,http://www.dow.com,52385,11,3,4,2,
828,3841,ジーダット,CAD・CAMシステム,http://www.jedat.co.jp/,17,10,7,4,2,
829,4667,アイサンテクノロジー,ソフトウェア（業務支援）,http://www.aisantec.co.jp/,32,10,11,4,2,
830,2408,KG情報,出版（フリーペーパー等）,http://www.kg-net.co.jp/,39,10,-4,4,2,
831,1433,ベステラ,*建設・工事,http://www.besterra.co.jp/,42,10,N/A,4,2,
832,3741,セック,組込みシステム開発,http://www.sec.co.jp/,44,10,3,4,2,
833,4556,カイノス,検査薬・試薬,http://www.kainos.co.jp/,47,10,-3,4,2,
834,3583,オーベクス,繊維加工（不織布）,http://www.aubex.co.jp/,51,10,5,4,2,
835,6180,GMOメディア,ネット広告（アフィリエイト）,http://www.gmo.media/,53,10,N/A,4,2,
836,4235,第一化成,皮革,http://www.dkktokyo.co.jp/,54,10,9,4,2,
837,6054,リブセンス,専門情報サイト,http://www.livesense.co.jp/,54,10,19,4,2,
838,4642,オリジナル設計,建設コンサルティング,http://www.oec-solution.co.jp/,56,10,5,4,2,
839,6488,ヨシタケ,パイプ・バルブ,http://www.yoshitake.co.jp/,64,10,2,4,2,
840,6542,FCホールディングス,建設コンサルティング,http://www.fchd.jp,69,10,N/A,4,2,
841,9637,オーエス,映画館・劇場運営,http://www.osgroup.co.jp/,74,10,-3,4,2,
842,6497,ハマイ,パイプ・バルブ,http://www.hamai-net.com/,75,10,1,4,2,
843,5990,スーパーツール,金具・作業工具,http://www.supertool.co.jp/,81,10,5,4,2,
844,5742,エヌアイシ・オートテック,アルミ精錬・加工,http://www.nic-inc.co.jp/,81,10,9,4,2,
845,3123,サイボー,天然繊維,http://www.saibo.co.jp/,83,10,0,4,2,
846,9644,タナベ経営,経営・財務アドバイザリーサービス,http://www.tanabekeiei.co.jp/,84,10,3,4,2,
847,5189,櫻護謨,自動車・産業用ゴム製品,http://www.sakura-rubber.co.jp/,98,10,2,4,2,
848,2820,やまみ,漬物・煮物・大豆,http://www.yamami.co.jp/,98,10,N/A,4,2,
849,6240,ヤマシンフィルタ,油圧・空圧機器,http://www.yamashin-filter.co.jp/,100,10,2,4,2,
850,6722,エイアンドティー,医療用電子機器,http://www.aandt.co.jp/,102,10,3,4,2,
851,7760,IMV,試験機,http://www.imv.co.jp/,104,10,17,4,2,
852,2485,ティア,葬祭関連,http://www.tear.co.jp/,106,10,6,4,2,
853,4656,サン・ライフ,葬祭関連,http://www.sunlife.jp/,113,10,1,4,2,
854,3452,ビーロット,不動産投資,http://www.b-lot.co.jp/,116,10,54,4,2,
855,4366,ダイトーケミックス,機能性化学（電子材料）,http://www.daitochemix.co.jp/,119,10,7,4,2,
856,4957,ヤスハラケミカル,粘着素材・テープ,http://www.yschem.co.jp/,122,10,2,4,2,
857,2773,ミューチュアル,包装機械,http://www.mutual.co.jp/,122,10,5,4,2,
858,4333,東邦システムサイエンス,各種受託システム開発,http://www.tss.co.jp/,122,10,5,4,2,
859,9419,ワイヤレスゲート,移動体通信,http://www.wirelessgate.co.jp/,122,10,17,4,2,
860,4248,竹本容器,プラスチック容器,http://www.takemotokk.co.jp/,128,10,6,4,2,
861,1712,ダイセキ環境ソリューション,環境調査,http://www.daiseki-eco.co.jp/,144,10,14,4,2,
862,2497,ユナイテッド,ネット広告（代理店）,http://united.jp/,146,10,26,4,2,
863,3794,エヌ・デーソフトウェア,医療情報システム開発,http://www.ndsoft.jp/,147,10,6,4,2,
864,7921,宝印刷,ディスクロージャー印刷・サービス,http://www.takara-print.co.jp/,152,10,6,4,2,
865,6677,エスケーエレクトロニクス,フォトマスク,http://www.sk-el.co.jp/,157,10,0,4,2,
866,1384,ホクリヨウ,食肉,http://www.hokuryo.co.jp/,157,10,N/A,4,2,
867,8707,岩井コスモホールディングス,証券会社,http://www.iwaicosmo-hd.jp/,161,10,-2,4,2,
868,2349,エヌアイデイ,通信関連システム開発,http://www.nid.co.jp/,177,10,3,4,2,
869,6823,リオン,医療用電子機器,http://www.rion.co.jp/,192,10,2,4,2,
870,1782,常磐開発,ビル・住宅建築,http://www.jobankaihatsu.co.jp/,192,10,6,4,2,
871,4714,リソー教育,学習塾・予備校,http://www.tomas.co.jp/,208,10,1,4,2,
872,1430,ファーストコーポレーション,マンション開発,http://1st-corp.com/,209,10,44,4,2,
873,9671,よみうりランド,テーマパーク,http://www.yomiuriland.com/,211,10,5,4,2,
874,6312,フロイント産業,化学機械,http://www.freund.co.jp/,212,10,5,4,2,
875,3756,豆蔵ホールディングス,各種受託システム開発,http://www.mamezou-hd.com/,221,10,19,4,2,
876,3662,エイチーム,ソーシャルゲーム,http://www.a-tm.co.jp/,230,10,41,4,2,
877,9046,神戸電鉄,鉄道,http://www.shintetsu.co.jp/,231,10,0,4,2,
878,2362,夢真ホールディングス,人材派遣（製造業・IT等）,http://www.yumeshin.co.jp/,233,10,28,4,2,
879,4187,大阪有機化学工業,機能性化学（電子材料）,http://www.ooc.co.jp/,236,10,1,4,2,
880,5821,平河ヒューテック,電線・ケーブル,http://www.hewtech.co.jp/,245,10,4,4,2,
881,5957,日東精工,金具・作業工具,http://www.nittoseiko.co.jp/,263,10,1,4,2,
882,6941,山一電機,スイッチ・コネクタ,http://www.yamaichi.co.jp/,265,10,6,4,2,
883,4719,アルファシステムズ,各種受託システム開発,http://www.alpha.co.jp/,268,10,2,4,2,
884,1921,巴コーポレーション,鉄骨・橋梁工事,http://www.tomoe-corporation.co.jp/,275,10,10,4,2,
885,8364,清水銀行,地方銀行,http://www.shimizubank.co.jp/,288,10,-1,4,2,
886,3654,ヒト・コミュニケーションズ,人材派遣（事務・営業販売等）,http://www.hitocom.co.jp/,288,10,11,4,2,
887,6411,中野冷機,業務厨房関連機器,http://www.nakano-reiki.com/,296,10,-6,4,2,
888,2753,あみやき亭,焼肉,http://www.amiyakitei.co.jp/,306,10,6,4,2,
889,6914,オプテックスグループ,センサ,http://www.optex.co.jp/,310,10,8,4,2,
890,8931,和田興産,マンション開発,http://www.wadakohsan.co.jp/,314,10,4,4,2,
891,2475,WDBホールディングス,人材派遣（製造業・IT等）,http://www.wdbhd.co.jp/,327,10,6,4,2,
892,4092,日本化学工業,化学薬品,http://www.nippon-chem.co.jp/,335,10,0,4,2,
893,4554,富士製薬工業,後発医薬品,http://www.fujipharma.jp/,342,10,10,4,2,
894,7874,レック,生活雑貨,http://www.lecinc.co.jp/,370,10,8,4,2,
895,7628,オーハシテクニカ,自動車用金属加工部品,http://www.ohashi.co.jp/,375,10,2,4,2,
896,1435,インベスターズクラウド,賃貸アパート・マンション,http://www.e-inv.co.jp/,379,10,N/A,4,2,
897,4577,ダイト,機能性化学（医薬中間体）,http://www.daitonet.co.jp/,380,10,6,4,2,
898,6789,ローランド　ディー.ジー.,印刷機械,http://www.rolanddg.co.jp/,441,10,7,4,2,
899,9010,富士急行,テーマパーク,http://www.fujikyu.co.jp/,509,10,3,4,2,
900,6747,KIホールディングス,信号・交通機器,http://www.koito-ind.co.jp/,526,10,0,4,2,
901,5449,大阪製鐵,普通鋼電炉,http://www.osaka-seitetu.co.jp/,621,10,0,4,2,
902,6118,アイダエンジニアリング,工作機械,http://www.aida.co.jp/,675,10,3,4,2,
903,7292,村上開明堂,ボディー・内装部品,http://www.murakami-kaimeido.co.jp/,699,10,3,4,2,
904,8589,アプラスフィナンシャル,クレジットカード,http://www.aplusfinancial.co.jp/,719,10,3,4,2,
905,3228,三栄建築設計,戸建住宅開発,http://www.san-a.com/,726,10,14,4,2,
906,4917,マンダム,化粧品,http://www.mandom.co.jp/,774,10,5,4,2,
907,9682,DTS,システムインテグレーター,http://www.dts.co.jp/,799,10,6,4,2,
908,6420,福島工業,業務厨房関連機器,http://www.fukusima.co.jp/,803,10,11,4,2,
909,6258,平田機工,多関節産業用ロボット,http://www.hirata.co.jp/,805,10,16,4,2,
910,7173,東京TYフィナンシャルグループ,地方銀行,http://www.tokyo-tyfg.co.jp/,831,10,N/A,4,2,
911,7739,キヤノン電子,情報読取機器,http://www.canon-elec.co.jp/,833,10,-5,4,2,
912,5161,西川ゴム工業,自動車・産業用ゴム製品,http://www.nishikawa-rbr.co.jp/,928,10,6,4,2,
913,6407,CKD,包装機械,http://www.ckd.co.jp/,940,10,8,4,2,
914,6028,テクノプロ・ホールディングス,人材派遣（製造業・IT等）,http://www.technoproholdings.com/,1001,10,8,4,2,
915,1926,ライト工業,土木工事,http://www.raito.co.jp/,1023,10,6,4,2,
916,6005,三浦工業,ボイラー・バーナー,http://www.miuraz.co.jp/,1025,10,6,4,2,
917,8897,タカラレーベン,マンション開発,http://www.leben.co.jp/,1036,10,10,4,2,
918,7226,極東開発工業,特殊車両,http://www.kyokuto.com/,1067,10,7,4,2,
919,9699,西尾レントオール,建設機械リース・レンタル,http://www.nishio-rent.co.jp/,1159,10,10,4,2,
920,8584,ジャックス,クレジットカード,http://www.jaccs.co.jp/,1197,10,3,4,2,
921,6960,フクダ電子,医療用電子機器,http://www.fukuda.co.jp/,1217,10,5,4,2,
922,3103,ユニチカ,合成繊維,http://www.unitika.co.jp/,1262,10,-5,4,2,
923,1835,東鉄工業,鉄道工事,http://www.totetsu.co.jp/,1306,10,8,4,2,
924,9678,カナモト,建設機械リース・レンタル,http://www.kanamoto.co.jp/,1449,10,15,4,2,
925,2782,セリア,１００円ショップ,http://www.seria-group.com/,1453,10,8,4,2,
926,4527,ロート製薬,一般用医薬品,http://www.rohto.co.jp/,1546,10,4,4,2,
927,6103,オークマ,工作機械,http://www.okuma.co.jp/,1627,10,4,4,2,
928,9072,ニッコンホールディングス,トラック（企業物流）,http://www.nikkon-hd.co.jp/,1793,10,5,4,2,
929,6395,タダノ,建設機械,http://www.tadano.co.jp/,1797,10,6,4,2,
930,6268,ナブテスコ,動力伝動装置,http://www.nabtesco.com/,2446,10,6,4,2,
931,9962,ミスミグループ本社,機械部品卸,http://www.misumi.co.jp/,2590,10,14,4,2,
932,6755,富士通ゼネラル,民生用空調機器,http://www.fujitsu-general.com/jp/,2601,10,4,4,2,
933,6952,カシオ計算機,時計,http://casio.jp/,3212,10,2,4,2,
934,9719,SCSK,システムインテグレーター,http://www.scsk.jp/,3293,10,3,4,2,
935,5947,リンナイ,住宅設備（ガス・石油機器）,http://www.rinnai.co.jp/,3303,10,6,4,2,
936,2267,ヤクルト本社,乳業・乳製品,http://www.yakult.co.jp/,3783,10,3,4,2,
937,9435,光通信,通信回線販売,http://www.hikari.co.jp/,4289,10,-3,4,2,
938,9007,小田急電鉄,鉄道,http://www.odakyu.jp/,5230,10,0,4,2,
939,4217,日立化成,機能性化学（電子材料）,http://www.hitachi-chem.co.jp/,5541,10,4,4,2,
940,7832,バンダイナムコホールディングス,ゲームソフト,http://www.bandainamco.co.jp/,6201,10,5,4,2,
941,7733,オリンパス,カメラ,http://www.olympus.co.jp/,7481,10,0,4,2,
942,5110,住友ゴム工業,タイヤ,http://www.srigroup.co.jp/,7567,10,1,4,2,
943,4755,楽天,総合Eコマース（B to C）,http://corp.rakuten.co.jp/,7819,10,12,4,2,
944,5713,住友金属鉱山,その他金属採掘,http://www.smm.co.jp/,7861,10,-1,4,2,
945,6301,小松製作所,建設機械,http://www.komatsu.co.jp/,18030,10,-1,4,2,
946,2673,夢みつけ隊,通信販売（衣料・生活関連）,http://www.steilar.com/company/,9,9,-19,4,3,
947,3802,エコミック,アウトソーシングサービス,http://www.ecomic.jp/,10,9,12,4,3,
948,5704,JMC,鉄系鋳造,http://www.jmc-rp.co.jp/,15,9,N/A,4,3,
949,3416,ピクスタ,モバイルコンテンツ制作・配信,https://pixta.co.jp/,18,9,N/A,4,3,
950,2150,ケアネット,医療情報サービス,http://www.carenet.com/,22,9,4,4,3,
951,3814,アルファクス・フード・システム,ソフトウェア（業務支援）,http://www.afs.co.jp/,23,9,-2,4,3,
952,4707,キタック,建設コンサルティング,http://www.kitac.co.jp/,24,9,6,4,3,
953,3929,ソーシャルワイヤー,企業パブリシティ支援,http://www.socialwire.net/,24,9,N/A,4,3,
954,1401,エムビーエス,住宅修理・リフォーム,http://www.homemakeup.co.jp/,27,9,14,3,3,
955,6072,地盤ネットホールディングス,建設コンサルティング,http://jiban-holdings.jp/,27,9,14,3,3,
956,8995,誠建設工業,戸建住宅開発,http://www.makoto-gr.com/,28,9,-9,3,3,
957,3695,GMOリサーチ,市場調査サービス,http://www.gmo-research.jp/,31,9,15,3,3,
958,6537,WASHハウス,クリーニング,http://www.wash-house.jp/,31,9,N/A,3,3,
959,6029,アトラ,美容・エステ,http://www.artra-group.co.jp/,33,9,33,3,3,
960,9610,ウィルソン・ラーニング　ワールドワイド,企業研修,http://www.wlw.co.jp/,35,9,2,3,3,
961,7849,スターツ出版,出版（雑誌社）,http://starts-pub.jp/,40,9,-1,3,3,
962,1438,岐阜造園,緑化管理,http://www.gifu-zohen.co.jp/,41,9,N/A,3,3,
963,6633,C&Gシステムズ,CAD・CAMシステム,http://www.cgsys.co.jp/,44,9,6,3,3,
964,2493,イーサポートリンク,ソフトウェア（業務支援）,http://www.e-supportlink.com/,45,9,1,3,3,
965,6171,土木管理総合試験所,環境調査,http://www.dksiken.co.jp/,45,9,8,3,3,
966,3856,Abalance,ソフトウェア（業務支援）,http://www.realcom.co.jp/,45,9,45,3,3,
967,3202,ダイトウボウ,毛紡績,http://www.daitobo.co.jp/,47,9,-10,3,3,
968,4304,Eストアー,サーバーサービス,http://Estore.jp/,48,9,-4,3,3,
969,6327,北川精機,工作機械,http://www.kitagawaseiki.co.jp/,49,9,7,3,3,
970,3697,SHIFT,システムインテグレーター,http://www.shiftinc.jp/,55,9,N/A,3,3,
971,5969,ロブテックス,金具・作業工具,http://www.lobtex.co.jp/,58,9,1,3,3,
972,3297,東武住販,不動産仲介,http://www.toubu.co.jp/,61,9,11,3,3,
973,4813,ACCESS,組込みシステム開発,http://www.access-company.com/,66,9,-11,3,3,
974,3677,システム情報,各種受託システム開発,http://www.sysj.co.jp/,66,9,11,3,3,
975,4827,ビジネス・ワンホールディングス,ソフトウェア（業務支援）,http://www.businessone-hd.co.jp/,66,9,17,3,3,
976,8938,LCホールディングス,オフィス・商業施設開発・賃貸,http://www.logicom.jp/,69,9,-1,3,3,
977,2424,ブラス,ブライダル関連,https://www.brass.ne.jp/,71,9,13,3,3,
978,5971,共和工業所,金具・作業工具,http://www.kyowakogyosyo.co.jp/,74,9,-1,3,3,
979,1997,暁飯島工業,空調・衛生工事,http://www.eazima.co.jp/,78,9,5,3,3,
980,1841,サンユー建設,マンション開発,http://www.sanyu-co.co.jp/,78,9,12,3,3,
981,4750,ダイサン,建設仮設材リース・レンタル,http://www.daisan-g.co.jp/,83,9,2,3,3,
982,3981,ビーグリー,モバイルコンテンツ制作・配信,https://www.beaglee.com/,83,9,N/A,3,3,
983,6392,ヤマダコーポレーション,ポンプ,http://www.yamadacorp.co.jp/,92,9,2,3,3,
984,7816,スノーピーク,スポーツ用品店,http://www.snowpeak.co.jp/,92,9,20,3,3,
985,4754,トスネット,警備保障サービス,http://www.tosnet.co.jp/,96,9,3,3,3,
986,6919,ケル,スイッチ・コネクタ,http://www.kel.jp/,97,9,0,3,3,
987,3275,ハウスコム,不動産仲介,http://www.housecom.jp/,101,9,5,3,3,
988,6246,テクノスマート,塗装機械,http://www.technosmart.co.jp/,108,9,3,3,3,
989,7722,国際計測器,試験機,http://www.kokusaikk.co.jp/,111,9,1,3,3,
990,7818,トランザクション,生活雑貨,http://www.trans-action.co.jp/,119,9,7,3,3,
991,3464,プロパティエージェント,不動産投資,http://www.propertyagent.co.jp/,122,9,N/A,3,3,
992,9377,エージーピー,空港施設・航空関連サービス,http://www.agpgroup.co.jp/,123,9,3,3,3,
993,3221,ヨシックス,居酒屋・バー,http://yossix.co.jp/,127,9,13,3,3,
994,6815,ユニデンホールディングス,通信機器（有線）,http://www.uniden.co.jp/,131,9,-14,3,3,
995,7533,グリーンクロス,看板・電光表示器,http://www.green-cross.co.jp/,134,9,11,3,3,
996,6848,東亜ディーケーケー,計量・計測機器,http://www.toadkk.co.jp/,144,9,1,3,3,
997,4291,JIEC,各種受託システム開発,http://www.jiec.co.jp/,145,9,1,3,3,
998,9687,KSK,各種受託システム開発,http://www.ksk.co.jp/,145,9,3,3,3,
999,9416,ビジョン,通信回線販売,http://www.vision-net.co.jp/,148,9,N/A,3,3,
1000,6853,共和電業,計量・計測機器,http://www.kyowa-ei.com/,149,9,2,3,3,
1001,3822,Minoriソリューションズ,各種受託システム開発,http://www.minori-sol.jp/,155,9,3,3,3,
1002,1429,日本アクア,建材・建築資材（樹脂系）,http://www.n-aqua.jp/,156,9,19,3,3,
1003,6870,日本フェンオール,EMS,http://www.fenwal.co.jp/,166,9,0,3,3,
1004,3347,トラスト,中古車ディーラー,http://www.trust-ltd.co.jp/,171,9,5,3,3,
1005,6319,シンニッタン,自動車用金属加工部品,http://www.snt.co.jp/,172,9,-1,3,3,
1006,6866,日置電機,計量・計測機器,http://www.hioki.co.jp/,181,9,4,3,3,
1007,6333,帝国電機製作所,ポンプ,http://www.teikokudenki.co.jp/,193,9,-1,3,3,
1008,5603,虹技,鉄系鋳造,http://www.kogi.co.jp/,198,9,3,3,3,
1009,6249,ゲームカード・ジョイコホールディングス,貨幣処理機,https://www.gamecard-joyco.co.jp/,204,9,-12,3,3,
1010,7705,ジーエルサイエンス,計量・計測機器,http://www.gls.co.jp/,206,9,4,3,3,
1011,4113,田岡化学工業,粘着素材・テープ,http://www.taoka-chem.co.jp/,210,9,4,3,3,
1012,3361,トーエル,燃料卸・販売,http://www.toell.co.jp/,219,9,-2,3,3,
1013,5357,ヨータイ,耐火物,http://www.yotai.co.jp/,222,9,2,3,3,
1014,4963,星光PMC,塗料・インキ,http://www.seikopmc.co.jp/,243,9,3,3,3,
1015,4362,日本精化,機能性化学（医薬中間体）,http://www.nipponseika.co.jp/,252,9,1,3,3,
1016,6547,グリーンズ,ホテル・旅館,https://www.kk-greens.jp/,260,9,N/A,3,3,
1017,4972,綜研化学,粘着素材・テープ,http://www.soken-ce.co.jp/,261,9,0,3,3,
1018,5018,MORESCO,潤滑油,http://www.moresco.co.jp/,267,9,6,3,3,
1019,2151,タケエイ,廃棄物処理,http://www.takeei.co.jp/,280,9,3,3,3,
1020,4674,クレスコ,各種受託システム開発,http://www.cresco.co.jp/,309,9,10,3,3,
1021,5282,ジオスター,建材・建築資材（コンクリート系）,http://www.geostr.co.jp/,310,9,5,3,3,
1022,7595,アルゴグラフィックス,CAD・CAMシステム,http://www.argo-graph.co.jp/,348,9,3,3,3,
1023,9206,スターフライヤー,航空輸送,http://www.starflyer.jp/,349,9,7,3,3,
1024,3198,SFPホールディングス,居酒屋・バー,http://www.sfpdining.jp/,360,9,18,3,3,
1025,5461,中部鋼鈑,普通鋼電炉,http://www.chubukohan.co.jp/,363,9,1,3,3,
1026,2902,太陽化学,卵加工品,http://www.taiyokagaku.com/,395,9,3,3,3,
1027,7995,日本バルカー工業,自動車・産業用ゴム製品,http://www.valqua.co.jp/,436,9,3,3,3,
1028,4218,ニチバン,粘着素材・テープ,http://www.nichiban.co.jp/,441,9,3,3,3,
1029,5982,マルゼン,業務厨房関連機器,http://www.maruzen-kitchen.co.jp/,473,9,3,3,3,
1030,4326,インテージホールディングス,市場調査サービス,http://www.intageholdings.co.jp/,480,9,4,3,3,
1031,1799,第一建設工業,鉄道工事,http://www.daiichi-kensetsu.co.jp/,484,9,3,3,3,
1032,6517,デンヨー,溶接機械,http://www.denyo.co.jp/,489,9,0,3,3,
1033,5809,タツタ電線,電線・ケーブル,http://www.tatsuta.co.jp/,491,9,1,3,3,
1034,7744,ノーリツ鋼機,-,http://www.noritsu.co.jp/,500,9,13,3,3,
1035,9305,ヤマタネ,倉庫,http://www.yamatane.co.jp/,502,9,-1,3,3,
1036,4997,日本農薬,機能性化学（農薬）,http://www.nichino.co.jp/,506,9,5,3,3,
1037,2157,コシダカホールディングス,カラオケボックス,http://www.koshidakaholdings.co.jp/,512,9,12,3,3,
1038,9708,帝国ホテル,ホテル・旅館,http://www.imperialhotel.co.jp/,560,9,2,3,3,
1039,2908,フジッコ,漬物・煮物・大豆,http://www.fujicco.co.jp/,609,9,2,3,3,
1040,5959,岡部,建材・建築資材（金属系）,http://www.okabe.co.jp/,632,9,3,3,3,
1041,6454,マックス,文房具・事務用品,http://www.max-ltd.co.jp/,670,9,3,3,3,
1042,4611,大日本塗料,塗料・インキ,http://www.dnt.co.jp/,728,9,1,3,3,
1043,1898,世紀東急工業,道路舗装工事,http://www.seikitokyu.co.jp/,741,9,0,3,3,
1044,6623,愛知電機,配電・制御器,http://www.aichidenki.jp/,749,9,2,3,3,
1045,6737,EIZO,ＰＣ周辺機器,http://www.eizo.co.jp/,783,9,6,3,3,
1046,9039,サカイ引越センター,トラック（引越）,http://www.hikkoshi-sakai.co.jp/,800,9,6,3,3,
1047,6644,大崎電気工業,計量・計測機器,http://www.osaki.co.jp/,862,9,7,3,3,
1048,1870,矢作建設工業,ビル・住宅建築,http://www.yahagi.co.jp/,893,9,6,3,3,
1049,6340,澁谷工業,包装機械,http://www.shibuya.co.jp/,916,9,5,3,3,
1050,9842,アークランドサカモト,ホームセンター,http://www.arcland.co.jp/,1030,9,1,3,3,
1051,3569,セーレン,自動車シート,http://www.seiren.com/,1081,9,4,3,3,
1052,9543,静岡ガス,ガス,http://www.shizuokagas.co.jp/,1086,9,-6,3,3,
1053,7942,JSP,建材・建築資材（樹脂系）,http://www.co-jsp.co.jp/,1090,9,3,3,3,
1054,4569,キョーリン製薬ホールディングス,医療用医薬品,http://www.kyorin-gr.co.jp/,1154,9,2,3,3,
1055,6013,タクマ,プラント設備工事,http://www.takuma.co.jp/,1163,9,4,3,3,
1056,5423,東京製鐵,普通鋼電炉,http://www.tokyosteel.co.jp/,1217,9,-2,3,3,
1057,9616,共立メンテナンス,ビルメンテナンス,http://www.kyoritsugroup.co.jp/,1358,9,6,3,3,
1058,4681,リゾートトラスト,ホテル・旅館,http://www.resorttrust.co.jp/,1435,9,6,3,3,
1059,4471,三洋化成工業,合成樹脂,http://www.sanyo-chemical.co.jp/,1502,9,1,3,3,
1060,5451,淀川製鋼所,単圧（鋼板）,http://www.yodoko.co.jp/,1542,9,2,3,3,
1061,4246,ダイキョーニシカワ,ボディー・内装部品,http://www.daikyonishikawa.co.jp/,1556,9,12,3,3,
1062,6857,アドバンテスト,半導体・液晶製造装置（後工程）,https://www.advantest.com/,1559,9,3,3,3,
1063,7947,エフピコ,プラスチック容器,http://www.fpco.jp/,1729,9,2,3,3,
1064,4203,住友ベークライト,機能性化学（電子材料）,http://www.sumibe.co.jp/,1982,9,2,3,3,
1065,2201,森永製菓,菓子,http://morinaga.co.jp/,1995,9,5,3,3,
1066,6370,栗田工業,水処理機械,http://www.kurita.co.jp/,2142,9,4,3,3,
1067,6457,グローリー,貨幣処理機,http://www.glory.co.jp/,2226,9,3,3,3,
1068,4401,ADEKA,化学薬品,http://www.adeka.co.jp/,2234,9,4,3,3,
1069,2327,新日鉄住金ソリューションズ,システムインテグレーター,http://www.nssol.nssmc.com/,2325,9,6,3,3,
1070,5232,住友大阪セメント,セメント,http://www.soc.co.jp/,2341,9,1,3,3,
1071,9364,上組,港湾運送,http://www.kamigumi.co.jp/,2462,9,1,3,3,
1072,6481,THK,ベアリング,http://www.thk.com/jp/,2736,9,10,3,3,
1073,1959,九電工,電気工事,http://www.kyudenko.co.jp/,3418,9,7,3,3,
1074,4151,協和発酵キリン,バイオテクノロジー,http://www.kyowa-kirin.co.jp/,3430,9,1,3,3,
1075,8253,クレディセゾン,クレジットカード,http://www.saisoncard.co.jp/,3511,9,1,3,3,
1076,6963,ローム,半導体（ロジック）,http://www.rohm.co.jp/,3520,9,4,3,3,
1077,3197,すかいらーく,ファミリーレストラン,http://www.skylark.co.jp/,3545,9,1,3,3,
1078,1719,安藤・間,ゼネコン,http://www.ad-hzm.co.jp/,4080,9,16,3,3,
1079,9008,京王電鉄,鉄道,http://www.keio.co.jp/,4190,9,1,3,3,
1080,5706,三井金属鉱業,銅精錬・加工,http://www.mitsui-kinzoku.co.jp/,4363,9,1,3,3,
1081,8227,しまむら,カジュアル衣料専門店,http://www.shimamura.gr.jp/,5665,9,3,3,3,
1082,4091,大陽日酸,工業ガス,http://www.tn-sanso.co.jp/,5816,9,4,3,3,
1083,6448,ブラザー工業,事務用プリンタ・複写機,http://www.brother.co.jp/,6412,9,4,3,3,
1084,6645,オムロン,センサ,http://www.omron.co.jp/,7942,9,4,3,3,
1085,3289,東急不動産ホールディングス,総合ディベロッパー,http://www.tokyu-fudosan-hd.co.jp/,8085,9,N/A,3,3,
1086,8593,三菱UFJリース,総合リース,http://www.lf.mufg.jp/,8389,9,4,3,3,
1087,4568,第一三共,医療用医薬品,http://www.daiichisankyo.co.jp/,9551,9,-1,3,3,
1088,4204,積水化学工業,戸建住宅開発,http://www.sekisui.co.jp/,10658,9,1,3,3,
1089,3291,飯田グループホールディングス,戸建住宅開発,http://www.ighd.co.jp/,12325,9,N/A,3,3,
1090,1801,大成建設,ゼネコン,http://www.taisei.co.jp/,14873,9,1,3,3,
1091,4502,武田薬品工業,医療用医薬品,http://www.takeda.co.jp/,17321,9,2,3,3,
1092,1812,鹿島建設,ゼネコン,http://www.kajima.co.jp/,18218,9,4,3,3,
1093,1928,積水ハウス,戸建住宅開発,http://www.sekisuihouse.co.jp/,20269,9,5,3,3,
1094,1925,大和ハウス工業,戸建住宅開発,http://www.daiwahouse.co.jp/,35129,9,12,3,3,
1095,7836,アビックス,看板・電光表示器,http://www.avix.co.jp/,10,8,-5,3,3,
1096,3645,メディカルネット,医療情報サービス,http://www.japan-medic.com/,15,8,5,3,3,
1097,3796,いい生活,ソフトウェア（業務支援）,http://www.e-seikatsu.info/,20,8,2,3,3,
1098,6314,石井工作研究所,半導体・液晶製造装置（後工程）,http://www.i-kk.co.jp/,27,8,3,3,3,
1099,3974,ティビィシィ・スキヤツト,ソフトウェア（業務支援）,http://www.tbcscat.jp/,29,8,2,3,3,
