id,code,name,industry,foundation,sales,profit,cagr,answer1,answer2,
2064,3034,クオール,調剤薬局,http://www.qol-net.co.jp/,1315,5,11,3,3,
2065,1852,淺沼組,ゼネコン,http://www.asanuma.co.jp/,1327,5,2,3,3,
2066,1884,日本道路,道路舗装工事,http://www.nipponroad.co.jp/,1344,5,-1,3,3,
2067,5852,アーレスティ,自動車用金属加工部品,http://www.ahresty.co.jp/,1367,5,5,3,3,
2068,4914,高砂香料工業,香料,http://www.takasago.com/,1368,5,3,3,3,
2069,1865,青木あすなろ建設,土木工事,http://www.aaconst.co.jp/,1379,5,6,3,3,
2070,9945,プレナス,テイクアウト・デリバリー,http://www.plenus.co.jp/,1410,5,0,3,3,
2071,5930,文化シヤッター,建材・建築資材（シャッター）,http://www.bunka-s.co.jp/,1459,5,5,3,3,
2072,5440,共英製鋼,普通鋼電炉,http://www.kyoeisteel.co.jp/,1460,5,1,3,3,
2073,3563,スシローグローバルホールディングス,持ち帰り・回転寿司,http://www.sushiroglobalholdings.com/,1477,5,N/A,3,3,
2074,2384,SBSホールディングス,トラック（企業物流）,http://www.sbs-group.co.jp/,1491,5,3,3,3,
2075,3946,トーモク,段ボール,http://www.tomoku.co.jp/,1522,5,1,3,3,
2076,1890,東洋建設,海洋ゼネコン,http://www.toyo-const.co.jp/,1526,5,4,3,3,
2077,3191,ジョイフル本田,ホームセンター,http://www.joyfulhonda.com/,1595,5,-3,3,3,
2078,4541,日医工,後発医薬品,http://www.nichiiko.co.jp/,1634,5,12,3,3,
2079,9749,富士ソフト,システムインテグレーター,http://www.fsi.co.jp/,1642,5,4,3,3,
2080,7867,タカラトミー,玩具,http://www.takaratomy.co.jp/,1677,5,-1,3,3,
2081,7905,大建工業,建材・建築資材（木材系）,http://www.daiken.jp/,1688,5,1,3,3,
2082,6925,ウシオ電機,産業用ランプ・光源,http://www.ushio.co.jp/,1728,5,4,3,3,
2083,9511,沖縄電力,電力（火力・原子力）,http://www.okiden.co.jp/,1800,5,2,3,3,
2084,7246,プレス工業,車両組立,http://www.presskogyo.co.jp/,1866,5,1,3,3,
2085,9974,ベルク,食品スーパー,http://www.belc.jp/,1936,5,8,3,3,
2086,2811,カゴメ,調味・レトルト食品,http://www.kagome.co.jp/,2025,5,1,3,3,
2087,9706,日本空港ビルデング,空港施設・航空関連サービス,http://www.tokyo-airport-bldg.co.jp/,2050,5,9,3,3,
2088,6474,不二越,多関節産業用ロボット,http://www.nachi-fujikoshi.co.jp/,2114,5,5,3,3,
2089,6976,太陽誘電,コンデンサ,http://www.ty-top.com/,2307,5,4,3,3,
2090,7994,岡村製作所,オフィス家具,http://www.okamura.co.jp/,2368,5,4,3,3,
2091,3038,神戸物産,業務用食品・食材卸,http://www.kobebussan.co.jp/,2393,5,10,3,3,
2092,5851,リョービ,自動車用金属加工部品,http://www.ryobi-group.co.jp/,2405,5,8,3,3,
2093,9934,因幡電機産業,電設資材卸,http://www.inaba.co.jp/,2414,5,4,3,3,
2094,1969,高砂熱学工業,空調・衛生工事,http://www.tte-net.co.jp/,2602,5,1,3,3,
2095,3865,北越紀州製紙,製紙・パルプ,http://www.hokuetsu-kishu.jp/,2624,5,5,3,3,
2096,8251,パルコ,百貨店,http://www.parco.co.jp/,2734,5,0,3,3,
2097,8056,日本ユニシス,システムインテグレーター,http://www.unisys.co.jp/,2822,5,1,3,3,
2098,7516,コーナン商事,ホームセンター,http://www.hc-kohnan.com/,3048,5,1,3,3,
2099,7984,コクヨ,文房具・事務用品,http://www.kokuyo.co.jp/,3076,5,2,3,3,
2100,8218,コメリ,ホームセンター,http://www.komeri.bit.or.jp/,3296,5,1,3,3,
2101,7242,KYB,サスペンション,http://www.kyb.co.jp/,3553,5,3,3,3,
2102,9031,西日本鉄道,鉄道,http://www.nishitetsu.co.jp/,3583,5,1,3,3,
2103,8066,三谷商事,建材・住設卸,http://www.mitani-corp.co.jp/,3614,5,-3,3,3,
2104,5017,富士石油,石油精製,http://www.foc.co.jp/,4195,5,-12,3,3,
2105,1824,前田建設工業,ゼネコン,http://www.maeda.co.jp/,4226,5,3,3,3,
2106,7649,スギホールディングス,ドラッグストア,http://www.drug-sugi.co.jp/hd/,4308,5,5,3,3,
2107,2579,コカ・コーラボトラーズジャパン,清涼飲料,http://www.ccwest.co.jp/,4605,5,4,3,3,
2108,2593,伊藤園,清涼飲料,http://www.itoen.co.jp/,4759,5,3,3,3,
2109,3880,大王製紙,製紙・パルプ,http://www.daio-paper.co.jp/,4771,5,3,3,3,
2110,1893,五洋建設,海洋ゼネコン,http://www.penta-ocean.co.jp/,5003,5,7,3,3,
2111,9065,山九,国際貨物フォワーダー,http://www.sankyu.co.jp/,5100,5,5,3,3,
2112,2002,日清製粉グループ本社,製粉,http://www.nisshin.com/,5320,5,3,3,3,
2113,3088,マツモトキヨシホールディングス,ドラッグストア,http://www.matsumotokiyoshi-hd.co.jp/,5351,5,3,3,3,
2114,2871,ニチレイ,冷凍食品,http://www.nichirei.co.jp/,5397,5,3,3,3,
2115,2809,キユーピー,調味料類,http://www.kewpie.co.jp/,5523,5,3,3,3,
2116,9076,セイノーホールディングス,トラック（企業物流）,http://www.seino.co.jp/seino/shd/,5675,5,2,3,3,
2117,5741,UACJ,アルミ精錬・加工,http://www.uacj.co.jp/,5683,5,25,3,3,
2118,5803,フジクラ,電線・ケーブル,http://www.fujikura.co.jp/,6538,5,6,3,3,
2119,6472,NTN,ベアリング,http://www.ntn.co.jp/,6833,5,5,3,3,
2120,8273,イズミ,GMS,http://www.izumi.co.jp/,7021,5,6,3,3,
2121,7282,豊田合成,自動車・産業用ゴム製品,http://www.toyoda-gosei.co.jp/,7556,5,5,3,3,
2122,5901,東洋製罐グループホールディングス,金属容器,http://www.tskg-hd.com/,7795,5,1,3,3,
2123,6504,富士電機,重電（電力設備）,http://www.fujielectric.co.jp/,8378,5,2,3,3,
2124,5801,古河電気工業,電線・ケーブル,http://www.furukawa.co.jp/,8433,5,-2,3,3,
2125,4902,コニカミノルタ,事務用プリンタ・複写機,http://www.konicaminolta.jp/,9626,5,3,3,3,
2126,1911,住友林業,戸建住宅開発,http://sfc.jp/,11134,5,6,3,3,
2127,9041,近鉄グループホールディングス,鉄道,http://www.kintetsu-g-hd.co.jp/,12049,5,5,3,3,
2128,5711,三菱マテリアル,銅精錬・加工,http://www.mmc.co.jp/,13041,5,0,3,3,
2129,3116,トヨタ紡織,自動車シート,http://www.toyota-boshoku.com/,13579,5,5,3,3,
2130,8729,ソニーフィナンシャルホールディングス,生命保険,http://www.sonyfh.co.jp/,13817,5,2,3,3,
2131,3861,王子ホールディングス,製紙・パルプ,http://www.ojiholdings.co.jp/,14399,5,3,3,3,
2132,9502,中部電力,電力（火力・原子力）,http://www.chuden.co.jp/,26035,5,0,3,3,
2133,5802,住友電気工業,電線・ケーブル,http://www.sei.co.jp/,28145,5,5,3,3,
2134,9501,東京電力ホールディングス,電力（火力・原子力）,http://www.tepco.co.jp/,53577,5,-2,3,3,
2135,9664,御園座,映画館・劇場運営,http://www.misonoza.co.jp/,5,4,-34,3,3,
2136,9423,フォーバル・リアルストレート,通信回線販売,http://www.realstraight.co.jp/,11,4,8,3,3,
2137,3935,エディア,モバイルコンテンツ制作・配信,http://www.edia.co.jp/,14,4,N/A,3,3,
2138,3390,INEST,ソフトウェア（業務支援）,http://www.u-s-systems.co.jp/,29,4,9,3,3,
2139,9476,中央経済社ホールディングス,出版（総合）,http://www.chuokeizai.co.jp/,32,4,1,3,3,
2140,2479,ジェイテック,人材派遣（製造業・IT等）,http://www.j-tec-cor.co.jp/,33,4,4,3,3,
2141,3655,ブレインパッド,ソフトウェア（業務支援）,http://www.brainpad.co.jp/,35,4,11,3,3,
2142,1844,大盛工業,土木工事,http://www.ohmori.co.jp/,35,4,13,3,3,
2143,3556,リネットジャパングループ,リサイクルショップ,http://corp.renet.jp/,37,4,N/A,3,3,
2144,9643,中日本興業,映画館・劇場運営,http://www.nakanihonkogyo.co.jp/,40,4,3,3,3,
2145,6942,ソフィアホールディングス,サーバーサービス,http://www.sophia.com/,40,4,10,3,3,
2146,2436,共同ピーアール,企業パブリシティ支援,http://www.kyodo-pr.co.jp/,41,4,-1,3,3,
2147,9695,鴨川グランドホテル,ホテル・旅館,http://www.kgh.ne.jp/,41,4,5,3,3,
2148,6888,アクモス,各種受託システム開発,http://www.acmos.co.jp/,41,4,9,3,3,
2149,3839,ODKソリューションズ,各種受託システム開発,http://www.odk.co.jp/,43,4,4,3,3,
2150,6838,多摩川ホールディングス,通信機器（無線）,http://www.tmex.co.jp/,44,4,4,3,3,
2151,1999,サイタホールディングス,ビル・住宅建築,http://www.saita-hd.co.jp/,45,4,4,3,3,
2152,2488,日本サード・パーティ,各種受託システム開発,http://www.jtp.co.jp/,46,4,0,3,3,
2153,3691,リアルワールド,ネット広告（アフィリエイト）,http://realworld.co.jp/,46,4,27,3,3,
2154,3192,白鳩,専門Eコマース（B to C）,http://www.shirohato.co.jp/,46,4,N/A,3,3,
2155,3372,関門海,カジュアル・高級レストラン,http://www.kanmonkai.co.jp/,47,4,-3,3,3,
2156,3625,テックファームホールディングス,組込みシステム開発,http://www.techfirm-hd.com/,47,4,6,3,3,
2157,3442,MIEコーポレーション,パイプ・バルブ,http://www.mie-corp.jp/,48,4,0,3,3,
2158,4829,日本エンタープライズ,各種受託システム開発,http://www.nihon-e.co.jp/,48,4,3,3,3,
2159,2372,アイロムグループ,臨床試験受託,http://www.iromgroup.co.jp/,49,4,-6,3,3,
2160,7813,プラッツ,福祉用具製造・レンタル卸,http://www.platz-ltd.co.jp/,51,4,2,3,3,
2161,6400,不二精機,金型,http://www.fujiseiki.com/,51,4,3,3,3,
2162,8215,銀座山形屋,紳士服専門店,http://www.ginyama.co.jp/,52,4,4,3,3,
2163,2315,カイカ,各種受託システム開発,http://www.sji-inc.jp/,53,4,-21,3,3,
2164,6668,アドテック　プラズマ　テクノロジー,電源,http://www.adtec-rf.com/,53,4,0,3,3,
2165,9647,協和コンサルタンツ,建設コンサルティング,http://www.kyowa-c.co.jp/,55,4,0,3,3,
2166,3670,協立情報通信,携帯電話販売,http://www.kccnet.co.jp/,58,4,3,3,3,
2167,6694,ズーム,音響機器,https://www.zoom.co.jp/,60,4,N/A,3,3,
2168,6295,富士変速機,機械式駐車場,http://www.fujihensokuki.co.jp/,62,4,0,3,3,
2169,9816,ストライダーズ,IT機器商社,http://www.striders.co.jp/,64,4,30,3,3,
2170,1724,シンクレイヤ,通信工事,http://www.synclayer.co.jp/,65,4,-2,3,3,
2171,9417,スマートバリュー,携帯電話販売,http://www.smartvalue.ad.jp/,65,4,1,3,3,
2172,4669,ニッパンレンタル,建設機械リース・レンタル,http://www.nippan-r.co.jp/,67,4,5,3,3,
2173,6647,森尾電機,看板・電光表示器,http://www.morio.co.jp/,70,4,3,3,3,
2174,6067,メディアフラッグ,市場調査サービス,http://www.mediaflag.co.jp/,70,4,20,3,3,
2175,9656,グリーンランドリゾート,ホテル・旅館,http://www.greenland.co.jp/,71,4,-2,3,3,
2176,3317,フライングガーデン,ファミリーレストラン,http://www.fgarden.co.jp/,71,4,1,3,3,
2177,3562,No.1,OA機器販売,https://www.number-1.co.jp/,71,4,N/A,3,3,
2178,5979,カネソウ,金具・作業工具,http://www.kaneso.co.jp/,73,4,0,3,3,
2179,8996,ハウスフリーダム,不動産仲介,http://www.housefreedom.co.jp/,73,4,4,3,3,
2180,7985,ネポン,農業機械,http://www.nepon.co.jp/,75,4,4,3,3,
2181,9853,銀座ルノアール,喫茶・カフェ,http://www.ginza-renoir.co.jp/,76,4,3,3,3,
2182,7758,セコニックホールディングス,事務用プリンタ・複写機,http://www.sekonic-hd.jp/,79,4,-5,3,3,
2183,5104,日東化工,自動車・産業用ゴム製品,http://www.nitto-kk.co.jp/,80,4,-4,3,3,
2184,7863,平賀,商業・出版印刷,http://www.pp-hiraga.co.jp/,82,4,-2,3,3,
2185,2332,クエスト,各種受託システム開発,http://www.quest.co.jp/,82,4,4,3,3,
2186,3187,サンワカンパニー,建材・住設卸,http://www.sanwacompany.co.jp/,82,4,19,3,3,
2187,6022,赤阪鐵工所,エンジン,http://www.akasaka-diesel.jp/,84,4,-5,3,3,
2188,7957,フジコピアン,OA機器サプライ,http://www.fujicopian.com/,84,4,-3,3,3,
2189,6655,東洋電機,配電・制御器,http://www.toyo-elec.co.jp/,85,4,1,3,3,
2190,9040,大宝運輸,トラック（企業物流）,http://www.taiho-gh.com/,88,4,-1,3,3,
2191,3082,きちり,居酒屋・バー,http://www.kichiri.co.jp/,88,4,7,3,3,
2192,6291,日本エアーテック,産業用空調機器,http://www.airtech.co.jp/,89,4,6,3,3,
2193,6138,ダイジェット工業,切削工具,http://www.dijet.co.jp/,95,4,2,3,3,
2194,7975,リヒトラブ,文房具・事務用品,http://www.lihit-lab.com/,96,4,2,3,3,
2195,1984,三信建設工業,土木工事,http://www.sanshin-corp.co.jp/,96,4,3,3,3,
2196,3316,東京日産コンピュータシステム,各種受託システム開発,http://www.tcs-net.co.jp/,96,4,7,3,3,
2197,2693,YKT,産業用機械・機器卸,http://www.ykt.co.jp/,99,4,4,3,3,
2198,6175,ネットマーケティング,ネット広告（アフィリエイト）,http://www.net-marketing.co.jp/,99,4,N/A,3,3,
2199,6469,放電精密加工研究所,精密加工・組立,http://www.hsk.co.jp/,101,4,3,3,3,
2200,4531,有機合成薬品工業,機能性化学（医薬中間体）,http://www.yuki-gosei.co.jp/,104,4,4,3,3,
2201,1771,日本乾溜工業,土木工事,http://www.kanryu.co.jp/,107,4,-3,3,3,
2202,4524,森下仁丹,一般用医薬品,http://www.jintan.co.jp/,110,4,3,3,3,
2203,3399,丸千代山岡家,中華麺,http://www.yamaokaya.com/,111,4,5,3,3,
2204,6300,アピックヤマダ,半導体・液晶製造装置（後工程）,http://www.apicyamada.co.jp/,111,4,5,3,3,
2205,9173,東海汽船,内航海運,http://www.tokaikisen.co.jp/,112,4,-1,3,3,
2206,4699,ウチダエスコ,OA機器販売,http://www.esco.co.jp/,116,4,1,3,3,
2207,3571,ソトー,繊維加工（染色加工）,http://www.sotoh.co.jp/,121,4,3,3,3,
2208,5928,アルメタックス,建材・建築資材（金属系）,http://www.almetax.co.jp/,121,4,3,3,3,
2209,3744,サイオステクノロジー,各種受託システム開発,http://www.sios.com/,121,4,15,3,3,
2210,6926,岡谷電機産業,コンデンサ,http://www.okayaelec.co.jp/,122,4,2,3,3,
2211,9836,リーバイ・ストラウス　ジャパン,メンズアパレル,http://www.levistrauss.co.jp/,123,4,6,3,3,
2212,7621,うかい,カジュアル・高級レストラン,http://www.ukai.co.jp/,126,4,1,3,3,
2213,3439,三ツ知,自動車用金属加工部品,http://www.mitsuchi.co.jp/,134,4,1,3,3,
2214,6897,ツインバード工業,家事・台所用家電製品,http://www.twinbird.jp/,134,4,2,3,3,
2215,5612,日本鋳鉄管,単圧（鋼管）,http://www.nichu.co.jp/,138,4,-1,3,3,
2216,4323,日本システム技術,各種受託システム開発,http://www.jast.jp/,142,4,7,3,3,
2217,9696,ウィザス,学習塾・予備校,http://www.with-us.co.jp/,143,4,-2,3,3,
2218,4310,ドリームインキュベータ,ベンチャー投資,http://www.dreamincubator.co.jp/,145,4,14,3,3,
2219,9366,サンリツ,倉庫,http://www.srt.co.jp/,146,4,-1,3,3,
2220,9385,ショーエイコーポレーション,包装資材（プラスチック類）,http://www.shoei-corp.co.jp/,147,4,5,3,3,
2221,3640,電算,各種受託システム開発,http://www.ndensan.co.jp/,148,4,1,3,3,
2222,5285,ヤマックス,建材・建築資材（コンクリート系）,http://www.yamax.co.jp/,148,4,3,3,3,
2223,4838,スペースシャワーネットワーク,CATV・衛星放送,http://www.spaceshower.net/,148,4,5,3,3,
2224,2722,アイケイ,通信販売（衣料・生活関連）,http://www.ai-kei.co.jp/,153,4,4,3,3,
2225,3678,メディアドゥ,モバイルコンテンツ制作・配信,http://www.mediado.jp/,155,4,31,3,3,
2226,8613,丸三証券,証券会社,http://www.marusan-sec.co.jp/,157,4,-2,3,3,
2227,9082,大和自動車交通,タクシー,http://www.daiwaj.com/,165,4,-1,3,3,
2228,7887,南海プライウッド,建材・建築資材（木材系）,http://www.nankaiplywood.co.jp/,169,4,5,3,3,
2229,8123,川辺,バッグ・装飾品,http://www.kawabe.co.jp/,172,4,1,3,3,
2230,2916,仙波糖化工業,調味料類,http://www.sembatohka.co.jp/,176,4,4,3,3,
2231,3286,トラストホールディングス,駐車場管理・運営,http://www.trust-hd.co.jp/,176,4,N/A,3,3,
2232,3423,エスイー,建材・建築資材（金属系）,http://www.se-corp.com/,177,4,0,3,3,
2233,1764,工藤建設,ビル・住宅建築,http://www.kudo.co.jp/,177,4,2,3,3,
2234,5936,東洋シヤッター,建材・建築資材（シャッター）,http://www.toyo-shutter.co.jp/,178,4,0,3,3,
2235,6414,川重冷熱工業,ボイラー・バーナー,http://www.khi.co.jp/corp/kte/,178,4,2,3,3,
2236,4662,フォーカスシステムズ,各種受託システム開発,http://www.focus-s.com/,178,4,8,3,3,
2237,9446,エスケーアイ,携帯電話販売,http://www.ski-net.co.jp/,180,4,3,3,3,
2238,9885,シャルレ,下着・靴下,http://www.charle.co.jp/,181,4,-3,3,3,
2239,5951,ダイニチ工業,住宅設備（ガス・石油機器）,http://www.dainichi-net.co.jp/,182,4,-5,3,3,
2240,3059,ヒラキ,靴専門店,http://company.hiraki.co.jp/,182,4,-3,3,3,
2241,7299,フジオーゼックス,自動車用金属加工部品,http://www.oozx.co.jp/,182,4,3,3,3,
2242,3648,AGS,各種受託システム開発,http://www.ags.co.jp/,187,4,2,3,3,
2243,6837,京写,電子回路基板,http://www.kyosha.co.jp/,194,4,5,3,3,
2244,9367,大東港運,港湾運送,http://www.daito-koun.co.jp/,196,4,2,3,3,
2245,6653,正興電機製作所,配電・制御器,http://www.seiko-denki.co.jp/,199,4,4,3,3,
2246,3374,内外テック,電子部品・半導体商社,http://www.naigaitec.co.jp/,209,4,13,3,3,
2247,4615,神東塗料,塗料・インキ,http://www.shintopaint.co.jp/,214,4,-2,3,3,
2248,9763,丸紅建材リース,建設仮設材リース・レンタル,http://www.mcml-maruken.com/,216,4,5,3,3,
2249,8147,トミタ,産業用機械・機器卸,http://www.tomitaj.co.jp/,219,4,4,3,3,
2250,7925,前澤化成工業,パイプ・バルブ,http://www.maezawa-k.co.jp/,220,4,1,3,3,
2251,3053,ペッパーフードサービス,ファミリーレストラン,http://www.pepper-fs.co.jp/,223,4,34,3,3,
2252,4712,アドアーズ,アミューズメント施設,http://www.adores.co.jp/,224,4,2,3,3,
2253,5956,トーソー,インテリア,http://www.toso.co.jp/,225,4,0,3,3,
2254,9658,ビジネスブレイン太田昭和,ソフトウェア（会計）,http://www.bbs.co.jp/,230,4,8,3,3,
2255,5010,日本精蝋,化学薬品,http://www.seiro.co.jp/,233,4,-10,3,3,
2256,3529,アツギ,下着・靴下,http://www.atsugi.co.jp/,233,4,0,3,3,
2257,2122,インタースペース,ネット広告（アフィリエイト）,http://www.interspace.ne.jp/,233,4,20,3,3,
2258,6639,コンテック,パーソナルコンピューター,http://www.contec.co.jp/,234,4,6,3,3,
2259,7703,川澄化学工業,医療用器具,http://www.kawasumi.jp/,247,4,-2,3,3,
2260,7559,ジーエフシー,業務用食品・食材卸,http://www.gfc-c.co.jp/,249,4,0,3,3,
2261,3179,シュッピン,リサイクルショップ,http://www.syuppin.co.jp/,250,4,15,3,3,
2262,7486,サンリン,燃料卸・販売,http://www.sanrinkk.co.jp/,256,4,-5,3,3,
2263,5644,メタルアート,鉄系鋳造,http://www.metalart.co.jp/,265,4,1,3,3,
2264,7596,魚力,専門食品卸（水産物卸）,http://www.uoriki.co.jp/,268,4,2,3,3,
2265,7461,キムラ,建材・住設卸,http://www.kimuranet.jp/,283,4,1,3,3,
2266,7619,田中商事,電設資材卸,http://www.tanakashoji.co.jp/,288,4,4,3,3,
2267,1826,佐田建設,ビル・住宅建築,http://www.satakensetsu.co.jp/,291,4,0,3,3,
2268,3353,メディカル一光,調剤薬局,http://www.m-ikkou.co.jp/,295,4,7,3,3,
2269,6298,ワイエイシイホールディングス,半導体・液晶製造装置（前工程）,http://www.yac.co.jp/,295,4,14,3,3,
2270,8886,ウッドフレンズ,戸建住宅開発,http://www.woodfriends.co.jp/,296,4,1,3,3,
2271,4548,生化学工業,検査薬・試薬,http://www.seikagaku.co.jp/,296,4,2,3,3,
2272,3020,アプライド,パソコン専門店,http://www.applied-g.jp/,302,4,5,3,3,
2273,3630,電算システム,各種受託システム開発,http://www.densan-s.co.jp/,304,4,5,3,3,
2274,1909,日本ドライケミカル,防災・防犯機器,http://www.ndc-group.co.jp/,309,4,1,3,3,
2275,6874,協立電機,計量・計測機器,http://www.kdwan.co.jp/,309,4,3,3,3,
2276,9074,日本石油輸送,トラック（企業物流）,http://www.jot.co.jp/,310,4,0,3,3,
2277,7945,コマニー,間仕切り,http://www.comany.co.jp/,311,4,2,3,3,
2278,7811,中本パックス,商業・出版印刷,http://www.npacks.co.jp/,315,4,6,3,3,
2279,4234,サンエー化研,プラスチック容器,http://www.sun-a-kaken.co.jp/,317,4,0,3,3,
2280,4793,富士通ビー・エス・シー,システムインテグレーター,http://www.fujitsu.com/jp/group/bsc/,321,4,1,3,3,
2281,9791,ビケンテクノ,ビルメンテナンス,http://www.bikentechno.co.jp/,322,4,5,3,3,
2282,5456,朝日工業,普通鋼電炉,http://www.asahi-kg.co.jp/,324,4,-4,3,3,
2283,1776,三井住建道路,道路舗装工事,http://www.smrc.co.jp/,324,4,0,3,3,
2284,7872,As-meエステール,宝石・貴金属販売,http://www.as-estelle.co.jp/,326,4,2,3,3,
2285,1935,TTK,通信工事,http://www.ttk-g.co.jp/,333,4,-4,3,3,
2286,7271,安永,自動車用金属加工部品,http://www.fine-yasunaga.co.jp/,340,4,0,3,3,
2287,5269,日本コンクリート工業,建材・建築資材（コンクリート系）,http://www.ncic.co.jp/,342,4,-1,3,3,
2288,1981,協和日成,空調・衛生工事,http://www.kyowa-nissei.co.jp/,344,4,0,3,3,
2289,8904,サンヨーハウジング名古屋,戸建住宅開発,http://www.sanyo-hn.co.jp/,347,4,1,3,3,
2290,2904,一正蒲鉾,水産加工品,http://www.ichimasa.co.jp/,348,4,2,3,3,
2291,3843,フリービット,インターネットサービスプロバイダー,http://www.freebit.com/,352,4,11,3,3,
2292,3079,ディーブイエックス,医療用機器販売,http://www.dvx.jp/,353,4,9,3,3,
2293,7938,リーガルコーポレーション,靴・履物,http://www.regal.co.jp/,357,4,0,3,3,
2294,3580,小松精練,繊維加工（染色加工）,http://www.komatsuseiren.co.jp/,359,4,0,3,3,
2295,1728,ミサワホーム中国,戸建住宅開発,http://www.misawa-chugoku.jp/,359,4,1,3,3,
2296,6331,三菱化工機,化学機械,http://www.kakoki.co.jp/,361,4,-5,3,3,
2297,4977,新田ゼラチン,調味料類,http://www.nitta-gelatin.co.jp/,366,4,5,3,3,
2298,1798,守谷商会,ビル・住宅建築,http://www.moriya-s.co.jp/,369,4,6,3,3,
2299,9179,川崎近海汽船,内航海運,http://www.kawakin.co.jp/,375,4,-2,3,3,
2300,9059,カンダホールディングス,トラック（企業物流）,http://www.kanda-web.co.jp/,392,4,7,3,3,
2301,9837,モリト,繊維商社,http://www.morito.co.jp/,401,4,5,3,3,
2302,2462,ライク,人材派遣（事務・営業販売等）,https://www.like-gr.co.jp/,401,4,21,3,3,
2303,9063,岡山県貨物運送,トラック（企業物流）,http://www.okaken.co.jp/,403,4,1,3,3,
2304,9955,ヨンキュウ,専門食品卸（水産物卸）,http://www.yonkyu.co.jp/,403,4,2,3,3,
2305,6505,東洋電機製造,鉄道車両,https://www.toyodenki.co.jp/,407,4,6,3,3,
2306,2907,あじかん,卵加工品,http://www.ahjikan.co.jp/,409,4,3,3,3,
2307,8940,インテリックス,リノベーション,http://www.intellex.co.jp/,414,4,10,3,3,
2308,9537,北陸瓦斯,ガス,http://www.hokurikugas.co.jp/,422,4,-3,3,3,
2309,6137,小池酸素工業,工業ガス,http://www.koikeox.co.jp/,426,4,1,3,3,
2310,6899,ASTI,自動車用電装品,http://www.asti.co.jp/,427,4,6,3,3,
2311,6590,芝浦メカトロニクス,半導体・液晶製造装置（前工程）,http://www.shibaura.co.jp/,427,4,7,3,3,
2312,9359,伊勢湾海運,港湾運送,http://www.isewan.co.jp/,430,4,1,3,3,
2313,7873,アーク,金型,http://www.arrk.co.jp/,434,4,-12,3,3,
2314,2761,トシン・グループ,電設資材卸,http://www.toshingroup.co.jp/,434,4,0,3,3,
2315,5491,日本金属,ステンレス,http://www.nipponkinzoku.co.jp/,440,4,3,3,3,
2316,7715,長野計器,計量・計測機器,http://www.naganokeiki.co.jp/,442,4,4,3,3,
2317,3355,クリヤマホールディングス,化学品卸,http://www.kuriyama-holdings.com/,448,4,6,3,3,
2318,7609,ダイトロン,産業用機械・機器卸,http://www.daitron.co.jp/,449,4,4,3,3,
2319,1867,植木組,ビル・住宅建築,http://www.uekigumi.co.jp/,451,4,4,3,3,
2320,7444,ハリマ共和物産,日用品卸,http://www.harimakb.co.jp/,451,4,4,3,3,
2321,7277,TBK,ブレーキ,http://www.tbk-jp.com/,466,4,2,3,3,
2322,7482,シモジマ,紙・パルプ卸,http://www.shimojima.co.jp/,470,4,0,3,3,
2323,9368,キムラユニティー,倉庫,http://www.kimura-unity.co.jp/,470,4,4,3,3,
2324,1966,高田工業所,プラント設備工事,http://www.takada.co.jp/,473,4,5,3,3,
2325,6638,ミマキエンジニアリング,印刷機械,http://www.mimaki.co.jp/,483,4,9,3,3,
2326,4514,あすか製薬,医療用医薬品,http://www.aska-pharma.co.jp/,485,4,3,3,3,
2327,6911,新日本無線,半導体（ロジック）,http://www.njr.co.jp/,489,4,6,3,3,
2328,4726,ソフトバンク・テクノロジー,電子商取引システム,http://www.softbanktech.co.jp/,502,4,9,3,3,
2329,2892,日本食品化工,製粉,http://www.nisshoku.co.jp/,506,4,-2,3,3,
2330,2819,エバラ食品工業,調味料類,http://www.ebarafoods.com/,514,4,1,3,3,
2331,7840,フランスベッドホールディングス,福祉用具製造・レンタル卸,http://www.francebed-hd.co.jp/,521,4,1,3,3,
2332,7412,アトム,ファミリーレストラン,http://www.atom-corp.co.jp/,527,4,5,3,3,
2333,9027,ロジネット　ジャパン,トラック（企業物流）,http://www.loginet-japan.com/,530,4,1,3,3,
2334,6881,キョウデン,電子回路基板,http://www.kyoden.co.jp/,539,4,7,3,3,
2335,2792,ハニーズホールディングス,カジュアル衣料専門店,http://www.honeys.co.jp/,545,4,-3,3,3,
2336,7888,三光合成,ボディー・内装部品,http://www.sankogosei.co.jp/,562,4,5,3,3,
2337,2573,北海道コカ・コーラボトリング,清涼飲料,http://www.hokkaido.ccbc.co.jp/,566,4,0,3,3,
2338,7987,ナカバヤシ,文房具・事務用品,http://www.nakabayashi.co.jp/,578,4,4,3,3,
2339,2108,日本甜菜製糖,製糖,http://www.nitten.co.jp/,581,4,0,3,3,
2340,6895,ダイヤモンド電機,自動車用電装品,http://www.diaelec.co.jp/,582,4,7,3,3,
2341,9943,ココスジャパン,ファミリーレストラン,http://www.cocos-jpn.co.jp/,585,4,0,3,3,
2342,1904,大成温調,空調・衛生工事,http://www.taisei-oncho.co.jp/,598,4,3,3,3,
2343,7740,タムロン,光学機器,http://www.tamron.co.jp/,599,4,-1,3,3,
2344,4331,テイクアンドギヴ・ニーズ,ブライダル関連,http://www.tgn.co.jp/,602,4,3,3,3,
2345,4996,クミアイ化学工業,機能性化学（農薬）,http://www.kumiai-chem.co.jp/,625,4,8,3,3,
2346,7214,GMB,パワートレイン,http://www.gmb.jp/,654,4,7,3,3,
